time, leftValue, rightValue, leftGoal, rightGoal
14.857798, 0.0, 0.0, 0.15319148936170213, 0.15319148936170213
15.011627, 0.0, 0.0, 0.30638297872340425, 0.30638297872340425
15.027512, 0.0, 0.0, 0.4595744680851063, 0.4595744680851063
15.042824, 0.0, 0.0, 0.6127659574468085, 0.6127659574468085
15.054317, 0.0, 0.0, 0.7659574468085106, 0.7659574468085106
15.071093, 0.0, 0.0, 0.9191489361702126, 0.9191489361702126
15.087673, 0.0, 0.06135923151542565, 1.0723404255319149, 1.0723404255319149
15.120306, 0.1227184630308513, 0.2454369260617026, 1.225531914893617, 1.225531914893617
15.155875, 0.2454369260617026, 0.4295146206079795, 1.3787234042553194, 1.3787234042553194
15.167512, 0.4295146206079795, 0.6135923151542565, 1.5319148936170215, 1.5319148936170215
15.181672, 0.5522330836388308, 0.7976700097005335, 1.6851063829787236, 1.6851063829787236
15.193777, 0.5522330836388308, 0.7976700097005335, 1.838297872340426, 1.838297872340426
15.212195, 0.7363107781851077, 0.9817477042468103, 1.991489361702128, 1.991489361702128
15.242656, 1.043106935762236, 1.349903093339364, 2.1446808510638307, 2.1446808510638307
15.259949, 1.227184630308513, 1.5339807878856413, 2.2978723404255326, 2.2978723404255326
15.280334, 1.227184630308513, 1.5339807878856413, 2.451063829787235, 2.451063829787235
15.331802, 1.779417713947344, 1.9634954084936207, 2.6042553191489377, 2.6042553191489377
15.351868, 2.0248546400090466, 2.1475731030398975, 2.757446808510639, 2.757446808510639
15.374464, 2.2089323345553233, 2.3316507975861747, 2.910638297872342, 2.910638297872342
15.384158, 2.454369260617026, 2.5157284921324514, 3.0638297872340443, 3.0638297872340443
15.403595, 2.6384469551633027, 2.6384469551633027, 3.217021276595746, 3.217021276595746
15.421711, 2.8225246497095795, 2.761165418194154, 3.3702127659574486, 3.3702127659574486
15.44082, 3.0066023442558567, 2.883883881225006, 3.5234042553191505, 3.5234042553191505
15.458667, 3.0066023442558567, 2.883883881225006, 3.676595744680853, 3.676595744680853
15.475715, 3.129320807286708, 3.0679615757712826, 3.8297872340425547, 3.8297872340425547
15.484644, 3.313398501832985, 3.2520392703175593, 3.9829787234042575, 3.9829787234042575
15.501751, 3.436116964863836, 3.436116964863836, 4.136170212765959, 4.136170212765959
15.519628, 3.620194659410113, 3.620194659410113, 4.289361702127662, 4.289361702127662
15.537776, 3.620194659410113, 3.620194659410113, 4.442553191489365, 4.442553191489365
15.554604, 3.7429131224409646, 3.80427235395639, 4.595744680851067, 4.595744680851067
15.563667, 3.865631585471816, 3.9269908169872414, 4.74893617021277, 4.74893617021277
15.581311, 4.049709280018093, 4.172427743048944, 4.902127659574471, 4.902127659574471
15.599414, 4.172427743048944, 4.172427743048944, 5.0553191489361735, 5.0553191489361735
15.616949, 4.172427743048944, 4.295146206079795, 5.208510638297876, 5.208510638297876
15.626257, 4.295146206079795, 4.417864669110647, 5.361702127659578, 5.361702127659578
15.640063, 4.479223900626072, 4.601942363656923, 5.514893617021281, 5.514893617021281
15.649315, 4.479223900626072, 4.601942363656923, 5.668085106382983, 5.668085106382983
15.665112, 4.601942363656923, 4.7860200582032, 5.821276595744685, 5.821276595744685
15.679362, 4.7860200582032, 4.908738521234052, 5.9744680851063885, 5.9744680851063885
15.688309, 4.7860200582032, 4.908738521234052, 6.1276595744680895, 6.1276595744680895
15.698767, 4.970097752749477, 5.031456984264903, 6.280851063829791, 6.280851063829791
15.712326, 4.970097752749477, 5.031456984264903, 6.434042553191494, 6.434042553191494
15.722412, 5.154175447295755, 5.21553467881118, 6.587234042553197, 6.587234042553197
15.747436, 5.338253141842031, 5.399612373357456, 6.7404255319149, 6.7404255319149
15.760136, 5.583690067903734, 5.583690067903734, 6.893617021276602, 6.893617021276602
15.774603, 5.583690067903734, 5.583690067903734, 7.046808510638303, 7.046808510638303
15.781669, 5.767767762450012, 5.767767762450012, 7.200000000000007, 7.200000000000007
15.800895, 5.9518454569962875, 5.9518454569962875, 7.353191489361708, 7.353191489361708
15.812392, 5.9518454569962875, 5.9518454569962875, 7.50638297872341, 7.50638297872341
15.820171, 6.135923151542565, 6.135923151542565, 7.659574468085113, 7.659574468085113
15.830091, 6.135923151542565, 6.135923151542565, 7.812765957446814, 7.812765957446814
15.840949, 6.320000846088841, 6.320000846088841, 7.965957446808517, 7.965957446808517
15.84943, 6.320000846088841, 6.320000846088841, 8.11914893617022, 8.11914893617022
15.862334, 6.504078540635119, 6.442719309119694, 8.27234042553192, 8.27234042553192
15.888222, 6.749515466696821, 6.62679700366597, 8.425531914893623, 8.425531914893623
15.899191, 6.749515466696821, 6.62679700366597, 8.578723404255326, 8.578723404255326
15.908902, 6.994952392758523, 6.872233929727672, 8.731914893617029, 8.731914893617029
15.920852, 7.179030087304801, 7.05631162427395, 8.88510638297873, 8.88510638297873
15.937273, 7.179030087304801, 7.05631162427395, 9.038297872340433, 9.038297872340433
15.950239, 7.3631077818510775, 7.240389318820226, 9.191489361702136, 9.191489361702136
15.960511, 7.3631077818510775, 7.485826244881929, 9.344680851063838, 9.344680851063838
15.970672, 7.547185476397354, 7.485826244881929, 9.497872340425541, 9.497872340425541
15.983999, 7.731263170943632, 7.60854470791278, 9.651063829787244, 9.651063829787244
15.999032, 7.853981633974483, 7.60854470791278, 9.804255319148947, 9.804255319148947
16.00896, 7.853981633974483, 7.853981633974483, 9.957446808510648, 9.957446808510648
16.019856, 8.03805932852076, 8.03805932852076, 10.11063829787235, 10.11063829787235
16.031306, 8.03805932852076, 8.03805932852076, 10.263829787234053, 10.263829787234053
16.041942, 8.283496254582461, 8.222137023067036, 10.417021276595753, 10.417021276595753
16.055025, 8.283496254582461, 8.222137023067036, 10.570212765957454, 10.570212765957454
16.062303, 8.46757394912874, 8.344855486097888, 10.723404255319155, 10.723404255319155
16.070855, 8.46757394912874, 8.344855486097888, 10.876595744680857, 10.876595744680857
16.081704, 8.713010875190442, 8.59029241215959, 11.029787234042557, 11.029787234042557
16.093973, 8.713010875190442, 8.59029241215959, 11.182978723404258, 11.182978723404258
16.106926, 8.897088569736718, 8.713010875190442, 11.336170212765959, 11.336170212765959
16.119563, 9.142525495798422, 8.897088569736718, 11.48936170212766, 11.48936170212766
16.126196, 9.142525495798422, 8.897088569736718, 11.642553191489363, 11.642553191489363
16.13939, 9.387962421860124, 9.081166264282995, 11.795744680851064, 11.795744680851064
16.146922, 9.387962421860124, 9.081166264282995, 11.948936170212763, 11.948936170212763
16.158522, 9.387962421860124, 9.081166264282995, 12.102127659574467, 12.102127659574467
16.165051, 9.5720401164064, 9.387962421860124, 12.255319148936167, 12.255319148936167
16.175811, 9.5720401164064, 9.387962421860124, 12.40851063829787, 12.40851063829787
16.18792, 9.817477042468104, 9.633399347921825, 12.561702127659572, 12.561702127659572
16.201327, 10.062913968529806, 9.878836273983529, 12.714893617021271, 12.714893617021271
16.209105, 10.062913968529806, 9.878836273983529, 12.868085106382972, 12.868085106382972
16.221135, 10.30835089459151, 10.12427320004523, 13.021276595744675, 13.021276595744675
16.229507, 10.30835089459151, 10.12427320004523, 13.174468085106376, 13.174468085106376
16.240642, 10.553787820653211, 10.43106935762236, 13.327659574468077, 13.327659574468077
16.261489, 10.799224746714913, 10.615147052168636, 13.48085106382978, 13.48085106382978
16.274127, 10.799224746714913, 10.615147052168636, 13.634042553191483, 13.634042553191483
16.281637, 11.044661672776616, 10.921943209745766, 13.787234042553182, 13.787234042553182
16.300187, 11.290098598838318, 11.106020904292041, 13.940425531914885, 13.940425531914885
16.318879, 11.290098598838318, 11.106020904292041, 14.093617021276584, 14.093617021276584
16.335736, 11.596894756415448, 11.41281706186917, 14.246808510638287, 14.246808510638287
