Codex Name,Key,Id,Time (s),DESIRED LEFT POWER,DESIRED RIGHT POWER,LEFT POSITION ROT,RIGHT POSITION ROT,LEFT VELOCITY RPM,RIGHT VELOCITY RPM,OPEN LOOP THROTTLE,OPEN LOOP TURN,OPEN LOOP CALC LEFT POWER,OPEN LOOP CALC RIGHT POWER,LEFT TALON MASTER VOLTAGE,LEFT TALON FOLLOW VOLTAGE,LEFT TALON MASTER CURRENT,LEFT TALON FOLLOW CURRENT,RIGHT TALON MASTER VOLTAGE,RIGHT TALON FOLLOW VOLTAGE,RIGHT TALON MASTER CURRENT,RIGHT TALON FOLLOW CURRENT,TALON VBUS,dt,vel (ft/s),v/V
EDriveTrain,-1,4773,241.956036,0.1,0.1,4723,-990,-30,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0.25,0.125,12.4,0.018721,0.981747704,0.790871645
EDriveTrain,-1,4774,241.976557,0.1,0.1,4717,-991,-30,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0.25,0.125,12.4,0.020521,0.981747704,0.790871645
EDriveTrain,-1,4775,241.996688,0.1,0.1,4711,-991,-30,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0.25,0.125,12.4,0.020131,0.981747704,0.790871645
EDriveTrain,-1,4776,242.016199,0.1,0.1,4705,-990,-30,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0.25,0.125,12.4,0.019511,0.981747704,0.790871645
EDriveTrain,-1,4777,242.035966,0.1,0.1,4698,-991,-30,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0.25,0.125,12.4,0.019767,0.981747704,0.790871645
EDriveTrain,-1,4778,242.056132,0.1,0.1,4692,-991,-30,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.020166,0.981747704,0.790871645
EDriveTrain,-1,4779,242.076163,0.1,0.1,4686,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.020031,1.014472628,0.817234033
EDriveTrain,-1,4780,242.096693,0.1,0.1,4679,-991,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.02053,1.014472628,0.817234033
EDriveTrain,-1,4781,242.116065,0.1,0.1,4673,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.019372,1.014472628,0.817234033
EDriveTrain,-1,4782,242.136341,0.1,0.1,4667,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0.25,0.125,12.4,0.020276,1.014472628,0.817234033
EDriveTrain,-1,4783,242.15633,0.1,0.1,4661,-991,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.019989,1.014472628,0.817234033
EDriveTrain,-1,4784,242.176729,0.1,0.1,4655,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.020399,1.014472628,0.817234033
EDriveTrain,-1,4785,242.196683,0.1,0.1,4648,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.019954,1.014472628,0.817234033
EDriveTrain,-1,4786,242.216699,0.1,0.1,4642,-991,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.020016,1.014472628,0.817234033
EDriveTrain,-1,4787,242.236303,0.1,0.1,4636,-991,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.019604,1.014472628,0.817234033
EDriveTrain,-1,4788,242.25709,0.1,0.1,4629,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0.25,0.125,12.4,0.020787,1.014472628,0.817234033
EDriveTrain,-1,4789,242.275679,0.1,0.1,4625,-991,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0.25,0.125,12.4,0.018589,1.014472628,0.817234033
EDriveTrain,-1,4790,242.298528,0.1,0.1,4617,-991,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0.25,0.125,12.4,0.022849,1.014472628,0.817234033
EDriveTrain,-1,4791,242.314877,0.1,0.1,4612,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0.25,0.125,12.4,0.016349,1.014472628,0.817234033
EDriveTrain,-1,4792,242.333495,0.1,0.1,4606,-991,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.018618,1.014472628,0.817234033
EDriveTrain,-1,4793,242.349464,0.1,0.1,4601,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.015969,1.014472628,0.817234033
EDriveTrain,-1,4794,242.363766,0.1,0.1,4597,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.014302,1.014472628,0.817234033
EDriveTrain,-1,4795,242.378312,0.1,0.1,4592,-991,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.014546,1.014472628,0.817234033
EDriveTrain,-1,4796,242.396257,0.1,0.1,4585,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.017945,1.014472628,0.817234033
EDriveTrain,-1,4797,242.416227,0.1,0.1,4579,-991,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.01997,1.014472628,0.817234033
EDriveTrain,-1,4798,242.437313,0.1,0.1,4573,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.021086,1.014472628,0.817234033
EDriveTrain,-1,4799,242.457728,0.1,0.1,4567,-991,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.020415,1.014472628,0.817234033
EDriveTrain,-1,4800,242.47583,0.1,0.1,4560,-991,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0.25,0.125,12.4,0.018102,1.014472628,0.817234033
EDriveTrain,-1,4801,242.496208,0.1,0.1,4554,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0.25,0.125,12.4,0.020378,1.014472628,0.817234033
EDriveTrain,-1,4802,242.516639,0.1,0.1,4548,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0.25,0.125,12.4,0.020431,1.014472628,0.817234033
EDriveTrain,-1,4803,242.536489,0.1,0.1,4541,-991,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.01985,1.014472628,0.817234033
EDriveTrain,-1,4804,242.556308,0.1,0.1,4535,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.019819,1.014472628,0.817234033
EDriveTrain,-1,4805,242.576301,0.1,0.1,4529,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.019993,1.014472628,0.817234033
EDriveTrain,-1,4806,242.596128,0.1,0.1,4523,-991,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.019827,1.014472628,0.817234033
EDriveTrain,-1,4807,242.617178,0.1,0.1,4516,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.02105,1.014472628,0.817234033
EDriveTrain,-1,4808,242.637104,0.1,0.1,4509,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.019926,1.014472628,0.817234033
EDriveTrain,-1,4809,242.657953,0.1,0.1,4503,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.020849,1.014472628,0.817234033
EDriveTrain,-1,4810,242.675948,0.1,0.1,4498,-991,-32,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.017995,1.047197551,0.843596421
EDriveTrain,-1,4811,242.696471,0.1,0.1,4490,-990,-32,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.020523,1.047197551,0.843596421
EDriveTrain,-1,4812,242.716036,0.1,0.1,4483,-990,-32,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.019565,1.047197551,0.843596421
EDriveTrain,-1,4813,242.736054,0.1,0.1,4477,-991,-32,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.020018,1.047197551,0.843596421
EDriveTrain,-1,4814,242.756398,0.1,0.1,4470,-991,-32,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.020344,1.047197551,0.843596421
EDriveTrain,-1,4815,242.776827,0.1,0.1,4464,-990,-32,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.020429,1.047197551,0.843596421
EDriveTrain,-1,4816,242.795755,0.1,0.1,4457,-990,-32,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.018928,1.047197551,0.843596421
EDriveTrain,-1,4817,242.816178,0.1,0.1,4450,-991,-32,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.020423,1.047197551,0.843596421
EDriveTrain,-1,4818,242.8369,0.1,0.1,4444,-990,-32,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.020722,1.047197551,0.843596421
EDriveTrain,-1,4819,242.855767,0.1,0.1,4437,-990,-33,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.018867,1.079922475,0.869958809
EDriveTrain,-1,4820,242.875264,0.1,0.1,4432,-991,-33,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.019497,1.079922475,0.869958809
EDriveTrain,-1,4821,242.89423,0.1,0.1,4426,-991,-33,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.018966,1.079922475,0.869958809
EDriveTrain,-1,4822,242.911229,0.1,0.1,4420,-991,-32,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.016999,1.047197551,0.843596421
EDriveTrain,-1,4823,242.925639,0.1,0.1,4415,-990,-32,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.01441,1.047197551,0.843596421
EDriveTrain,-1,4824,242.940348,0.1,0.1,4412,-990,-32,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.014709,1.047197551,0.843596421
EDriveTrain,-1,4825,242.954514,0.1,0.1,4407,-991,-32,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.014166,1.047197551,0.843596421
EDriveTrain,-1,4826,242.973515,0.1,0.1,4401,-990,-31,0,0.1,0,0.1,0.1,-1.231378299,-1.236363636,0,0,1.241348974,1.236363636,0,0.125,12.4,0.019001,1.014472628,0.817234033
