0.000030, 0.005969, 10
0.000069, 0.003921, 10
0.000338, 0.026858, 10
0.000815, 0.047748, 10
0.001561, 0.074606, 10
0.002606, 0.104449, 10
0.003949, 0.134291, 10
0.005590, 0.164134, 10
0.007530, 0.193976, 10
0.009768, 0.223819, 10
0.012304, 0.253662, 10
0.015140, 0.283504, 10
0.018273, 0.313347, 10
0.021705, 0.343189, 10
0.025435, 0.373032, 10
0.029464, 0.402874, 10
0.033791, 0.432717, 10
0.038417, 0.462559, 10
0.043341, 0.492402, 10
0.048563, 0.522244, 10
0.054084, 0.552087, 10
0.059903, 0.581929, 10
0.066021, 0.611772, 10
0.072437, 0.641614, 10
0.079152, 0.671457, 10
0.086165, 0.701299, 10
0.093476, 0.731142, 10
0.101086, 0.760985, 10
0.108994, 0.790827, 10
0.117201, 0.820670, 10
0.125706, 0.850512, 10
0.134510, 0.880355, 10
0.143612, 0.910197, 10
0.153012, 0.940040, 10
0.162711, 0.969882, 10
0.172708, 0.999725, 10
0.183004, 1.029567, 10
0.193598, 1.059410, 10
0.204490, 1.089252, 10
0.215681, 1.119095, 10
0.227171, 1.148937, 10
0.238959, 1.178780, 10
0.251045, 1.208623, 10
0.263429, 1.238465, 10
0.276112, 1.268308, 10
0.289094, 1.298150, 10
0.302374, 1.327993, 10
0.315952, 1.357835, 10
0.329829, 1.387678, 10
0.344004, 1.417520, 10
0.358478, 1.447363, 10
0.373250, 1.477205, 10
0.388320, 1.507048, 10
0.403689, 1.536890, 10
0.419357, 1.566733, 10
0.435322, 1.596575, 10
0.451587, 1.626418, 10
0.468149, 1.656260, 10
0.485010, 1.686103, 10
0.502170, 1.715946, 10
0.519628, 1.745788, 10
0.537384, 1.775631, 10
0.555439, 1.805473, 10
0.573792, 1.835316, 10
0.592443, 1.865158, 10
0.611393, 1.895001, 10
0.630642, 1.924843, 10
0.650189, 1.954686, 10
0.670034, 1.984528, 10
0.690178, 2.014371, 10
0.710620, 2.044213, 10
0.731360, 2.074056, 10
0.752399, 2.103898, 10
0.773737, 2.133741, 10
0.795373, 2.163584, 10
0.817307, 2.193426, 10
0.839539, 2.223269, 10
0.862071, 2.253111, 10
0.884900, 2.282954, 10
0.908028, 2.312796, 10
0.931454, 2.342639, 10
0.955179, 2.372481, 10
0.979203, 2.402324, 10
1.003524, 2.432166, 10
1.028144, 2.462009, 10
1.053063, 2.491851, 10
1.078280, 2.521694, 10
1.103795, 2.551536, 10
1.129609, 2.581379, 10
1.155721, 2.611221, 10
1.182132, 2.641064, 10
1.208841, 2.670907, 10
1.235848, 2.700749, 10
1.263154, 2.730592, 10
1.290759, 2.760434, 10
1.318661, 2.790277, 10
1.346862, 2.820119, 10
1.375362, 2.849962, 10
1.404160, 2.879804, 10
1.433257, 2.909647, 10
1.462652, 2.939489, 10
1.492345, 2.969332, 10
1.522337, 2.999174, 10
1.552627, 3.029017, 10
1.583215, 3.058859, 10
1.614102, 3.088702, 10
1.645288, 3.118545, 10
1.676772, 3.148387, 10
1.708554, 3.178230, 10
1.740635, 3.208072, 10
1.773014, 3.237915, 10
1.805691, 3.267757, 10
1.838667, 3.297600, 10
1.871942, 3.327442, 10
1.905515, 3.357285, 10
1.939386, 3.387127, 10
1.973556, 3.416970, 10
2.008024, 3.446812, 10
